2.44719E-10	0.0001533
2.51245E-10	0.0008800
2.5777E-10	0.0059700
2.64296E-10	0.0335933
2.70822E-10	0.1487400
2.77348E-10	0.5298700
2.83874E-10	1.4416567
2.904E-10	3.0229833
2.96925E-10	4.8826367
3.03451E-10	6.1045367
3.09977E-10	5.9846900
3.16503E-10	4.6760933
3.23029E-10	3.0114967
3.29555E-10	1.6724200
3.3608E-10	0.8505167
3.42606E-10	0.4352400
3.49132E-10	0.2421300
3.55658E-10	0.1633267
3.62184E-10	0.1325633
3.6871E-10	0.1207533
3.75235E-10	0.1196233
3.81761E-10	0.1213967
3.88287E-10	0.1276333
3.94813E-10	0.1444567
4.01339E-10	0.1700700
4.07865E-10	0.2046367
4.1439E-10	0.2527767
4.20916E-10	0.3202000
4.27442E-10	0.4025300
4.33968E-10	0.4944700
4.40494E-10	0.5983533
4.4702E-10	0.7117767
4.53545E-10	0.8279433
4.60071E-10	0.9432100
4.66597E-10	1.0623433
4.73123E-10	1.1723133
4.79649E-10	1.2911100
4.86175E-10	1.4006767
4.927E-10	1.5014600
4.99226E-10	1.6011800
5.05752E-10	1.6772100
5.12278E-10	1.7264733
5.18804E-10	1.7408267
5.2533E-10	1.7277067
5.31855E-10	1.6716733
5.38381E-10	1.5781867
5.44907E-10	1.4633400
5.51433E-10	1.3296200
5.57959E-10	1.2006067
5.64485E-10	1.0755200
5.7101E-10	0.9745833
5.77536E-10	0.8903000
5.84062E-10	0.8287600
5.90588E-10	0.7880800
5.97114E-10	0.7600133
6.0364E-10	0.7464867
6.10165E-10	0.7429967
6.16691E-10	0.7485800
6.23217E-10	0.7583767
6.29743E-10	0.7736967
6.36269E-10	0.7937067
6.42795E-10	0.8174167
6.4932E-10	0.8403700
6.55846E-10	0.8663233
6.62372E-10	0.8928067
6.68898E-10	0.9214167
6.75424E-10	0.9512133
6.8195E-10	0.9799167
6.88475E-10	1.0081067
6.95001E-10	1.0337767
7.01527E-10	1.0589867
7.08053E-10	1.0789033
7.14579E-10	1.0973167
7.21105E-10	1.1114467
7.2763E-10	1.1202100
7.34156E-10	1.1269667
7.40682E-10	1.1264600
7.47208E-10	1.1220333
7.53734E-10	1.1132867
7.6026E-10	1.0981300
7.66785E-10	1.0818067
7.73311E-10	1.0616633
7.79837E-10	1.0407433
7.86363E-10	1.0216633
7.92889E-10	1.0029067
7.99415E-10	0.9835733
8.0594E-10	0.9686167
8.12466E-10	0.9586000
8.18992E-10	0.9523433
8.25518E-10	0.9483800
8.32044E-10	0.9462200
8.3857E-10	0.9458400
8.45095E-10	0.9491467
8.51621E-10	0.9557167
8.58147E-10	0.9640333
8.64673E-10	0.9709433
8.71199E-10	0.9780333
8.77725E-10	0.9844567
8.8425E-10	0.9925400
8.90776E-10	1.0019100
8.97302E-10	1.0074600
9.03828E-10	1.0133567
9.10354E-10	1.0183267
9.1688E-10	1.0223567
9.23405E-10	1.0260067
9.29931E-10	1.0293933
9.36457E-10	1.0312000
9.42983E-10	1.0317433
9.49509E-10	1.0288167
9.56035E-10	1.0283000
9.6256E-10	1.0237800
9.69086E-10	1.0220233
9.75612E-10	1.0174500
