tau [s]   P(tau) [1/s²]
6.729884E-11 702370064934313.000000
2.615570E-11 -36165259692613.593750
1.217262E-11 899141542882.398315
6.818015E-12 -8573507323546.327148
4.417457E-12 1153098076857.555176
3.150766E-12 194264628925.360718
2.314784E-12 -7511702726628.685547
1.760046E-12 -1039090482988.342773
1.381575E-12 -4519397931256.466797
1.113764E-12 -359756299184.377991
9.202106E-13 535818089960.155396
7.738281E-13 173687024975.162170
6.605496E-13 3239658782728.806641
5.724202E-13 -302285873201.929688
5.022123E-13 633806181663.339966
