2.48000E-10	1.00000E-05
2.51200E-10	1.00000E-05
2.54400E-10	6.00000E-05
2.57600E-10	7.66667E-05
2.60800E-10	2.73333E-04
2.64000E-10	3.63333E-04
2.67200E-10	7.30000E-04
2.70400E-10	1.53000E-03
2.73600E-10	3.16333E-03
2.76800E-10	5.63333E-03
2.80000E-10	1.04533E-02
2.83200E-10	1.91533E-02
2.86400E-10	3.14433E-02
2.89600E-10	5.15600E-02
2.92800E-10	7.89967E-02
2.96000E-10	1.14523E-01
2.99200E-10	1.61047E-01
3.02400E-10	2.12717E-01
3.05600E-10	2.71677E-01
3.08800E-10	3.29193E-01
3.12000E-10	3.80603E-01
3.15200E-10	4.28507E-01
3.18400E-10	4.66190E-01
3.21600E-10	4.93117E-01
3.24800E-10	5.01923E-01
3.28000E-10	5.01160E-01
3.31200E-10	4.88810E-01
3.34400E-10	4.64567E-01
3.37600E-10	4.26990E-01
3.40800E-10	3.88610E-01
3.44000E-10	3.41327E-01
3.47200E-10	2.96393E-01
3.50400E-10	2.56363E-01
3.53600E-10	2.19990E-01
3.56800E-10	1.89363E-01
3.60000E-10	1.70567E-01
3.63200E-10	1.55963E-01
3.66400E-10	1.46270E-01
3.69600E-10	1.41077E-01
3.72800E-10	1.40373E-01
3.76000E-10	1.42237E-01
3.79200E-10	1.44113E-01
3.82400E-10	1.46900E-01
3.85600E-10	1.50047E-01
3.88800E-10	1.53707E-01
3.92000E-10	1.55830E-01
3.95200E-10	1.58090E-01
3.98400E-10	1.60250E-01
4.01600E-10	1.61983E-01
4.04800E-10	1.61447E-01
4.08000E-10	1.64677E-01
4.11200E-10	1.67483E-01
4.14400E-10	1.66960E-01
4.17600E-10	1.69497E-01
4.20800E-10	1.71123E-01
4.24000E-10	1.76627E-01
4.27200E-10	1.79867E-01
4.30400E-10	1.84330E-01
4.33600E-10	1.90083E-01
4.36800E-10	1.95987E-01
4.40000E-10	2.04430E-01
4.43200E-10	2.12683E-01
4.46400E-10	2.22580E-01
4.49600E-10	2.33217E-01
4.52800E-10	2.44053E-01
4.56000E-10	2.56733E-01
4.59200E-10	2.73300E-01
4.62400E-10	2.88893E-01
4.65600E-10	3.05593E-01
4.68800E-10	3.22393E-01
4.72000E-10	3.38707E-01
4.75200E-10	3.58687E-01
4.78400E-10	3.80570E-01
4.81600E-10	3.94850E-01
4.84800E-10	4.15737E-01
4.88000E-10	4.38350E-01
4.91200E-10	4.55180E-01
4.94400E-10	4.72073E-01
4.97600E-10	4.93583E-01
5.00800E-10	5.06673E-01
5.04000E-10	5.25667E-01
5.07200E-10	5.40060E-01
5.10400E-10	5.52407E-01
5.13600E-10	5.65873E-01
5.16800E-10	5.74243E-01
5.20000E-10	5.83283E-01
5.23200E-10	5.93780E-01
5.26400E-10	6.01133E-01
5.29600E-10	6.13247E-01
5.32800E-10	6.22453E-01
5.36000E-10	6.33683E-01
5.39200E-10	6.43590E-01
5.42400E-10	6.60477E-01
5.45600E-10	6.73950E-01
5.48800E-10	6.88490E-01
5.52000E-10	7.04900E-01
5.55200E-10	7.25607E-01
5.58400E-10	7.40270E-01
5.61600E-10	7.59173E-01
5.64800E-10	7.79243E-01
5.68000E-10	7.98920E-01
5.71200E-10	8.22190E-01
5.74400E-10	8.39587E-01
5.77600E-10	8.59890E-01
5.80800E-10	8.75927E-01
