tau [s]   P(tau) [1/s²]
1.467742E-11 50674656566637.773438
1.609275E-12 -3631469292116.239746
6.039045E-13 -62880216344.999367
3.146516E-13 528345913001.639893
1.909289E-13 335797903480.318359
1.256535E-13 80625168164.161957
8.872420E-14 468091050654.811951
6.616575E-14 1683255955142.412354
5.115978E-14 6239883571391.740234
4.076929E-14 -33992124157.499371
3.320612E-14 890727631433.930786
2.758210E-14 373113265214.923828
2.326353E-14 6667809246387.407227
1.989102E-14 759507273084.425171
1.719970E-14 17689600565210.492188
1.501982E-14 1498254690307.448486
1.322477E-14 17476945140868.300781
1.173860E-14 536954947689.895752
1.048957E-14 520162844793.469604
9.425001E-15 1139311159833.999023
