r [m]	R_1(r) [∛(1/m)] 		R_2(r) [∛(1/m)] 		R_3(r) [∛(1/m)] 		R_4(r) [∛(1/m)] 		R_5(r) [∛(1/m)] 		R_6(r) [∛(1/m)] 		R_7(r) [∛(1/m)] 		R_8(r) [∛(1/m)] 		R_9(r) [∛(1/m)] 		R_10(r) [∛(1/m)] 		R_11(r) [∛(1/m)] 		R_12(r) [∛(1/m)] 		R_13(r) [∛(1/m)] 		R_14(r) [∛(1/m)] 		R_15(r) [∛(1/m)] 		R_16(r) [∛(1/m)] 		R_17(r) [∛(1/m)] 		R_18(r) [∛(1/m)] 		R_19(r) [∛(1/m)] 		R_20(r) [∛(1/m)] 	
  1.52809347e+14 -1.04538732e+13 -2.79705478e+13 -4.10779754e+13
  1.88207249e+14  1.05077759e+14 -1.42398143e+12 -1.07291706e+14]
4.560145E-10 [ 1.33742091e+14  1.45198816e+13  1.34461105e+14  8.05864853e+13
  9.77024110e+13  2.01692879e+14 -2.30191318e+13  1.58112191e+14
  1.19069236e+14 -1.20354092e+14 -6.68613571e+13  9.06211574e+13
  1.53554474e+14 -7.44888585e+12 -2.75093083e+13 -4.42455148e+13
  1.86280640e+14  1.07549926e+14  2.00169450e+12 -1.08230154e+14]
4.561596E-10 [ 1.33752676e+14  1.42453403e+13  1.34082977e+14  8.10635734e+13
  9.68751934e+13  2.01886760e+14 -2.16090079e+13  1.57851268e+14
  1.20545775e+14 -1.19141798e+14 -6.84107991e+13  8.83708458e+13
  1.54245583e+14 -4.44886671e+12 -2.69893892e+13 -4.73704856e+13
  1.84297122e+14  1.09932176e+14  5.46644281e+12 -1.09037573e+14]
4.563046E-10 [ 1.33763237e+14  1.39717041e+13  1.33704318e+14  8.15367742e+13
  9.60466307e+13  2.02073204e+14 -2.02010970e+13  1.57572479e+14
  1.22010490e+14 -1.17907427e+14 -6.99283131e+13  8.61048542e+13
  1.54882722e+14 -1.45512691e+12 -2.64114310e+13 -5.04512941e+13
  1.82258319e+14  1.12223235e+14  8.96707260e+12 -1.09713986e+14]
4.564498E-10 [ 1.33773773e+14  1.36989693e+13  1.33325136e+14  8.20060967e+13
  9.52167695e+13  2.02252236e+14 -1.87955279e+13  1.57275963e+14
  1.23463186e+14 -1.16651377e+14 -7.14136850e+13  8.38239997e+13
  1.55465957e+14  1.53103524e+12 -2.57760989e+13 -5.34863850e+13
  1.80165880e+14  1.14421908e+14  1.25003879e+13 -1.10259538e+14]
4.565949E-10 [ 1.33784283e+14  1.34271323e+13  1.32945441e+14  8.24715501e+13
  9.43856563e+13  2.02423881e+14 -1.73924285e+13  1.56961863e+14
  1.24903672e+14 -1.15374048e+14 -7.28667110e+13  8.15290977e+13
  1.55995377e+14  4.50833479e+12 -2.50840827e+13 -5.64742420e+13
  1.78021477e+14  1.16527077e+14  1.60631903e+13 -1.10674496e+14]
4.567402E-10 [ 1.33794769e+14  1.31561897e+13  1.32565241e+14  8.29331431e+13
  9.35533375e+13  2.02588167e+14 -1.59919257e+13  1.56630321e+14
  1.26331760e+14 -1.14075841e+14 -7.42871971e+13  7.92209623e+13
  1.56471089e+14  7.47550051e+12 -2.43360960e+13 -5.94133885e+13
  1.75826802e+14  1.18537706e+14  1.96522818e+13 -1.10959248e+14]
4.568854E-10 [ 1.33805230e+14  1.28861381e+13  1.32184544e+14  8.33908847e+13
  9.27198593e+13  2.02745118e+14 -1.45941453e+13  1.56281480e+14
  1.27747267e+14 -1.12757159e+14 -7.56749595e+13  7.69004057e+13
  1.56893219e+14  1.04312754e+13 -2.35328755e+13 -6.23023879e+13
  1.73583569e+14  1.20452837e+14  2.32644673e+13 -1.11114299e+14]
4.570307E-10 [ 1.33815667e+14  1.26169741e+13  1.31803361e+14  8.38447836e+13
  9.18852676e+13  2.02894762e+14 -1.31992123e+13  1.55915488e+14
  1.29150010e+14 -1.11418407e+14 -7.70298245e+13  7.45682381e+13
  1.57261915e+14  1.33744170e+13 -2.26751806e+13 -6.51398441e+13
  1.71293511e+14  1.22271589e+14  2.68965575e+13 -1.11140274e+14]
4.571761E-10 [ 1.33826078e+14  1.23486945e+13  1.31421699e+14  8.42948487e+13
  9.10496086e+13  2.03037126e+14 -1.18072506e+13  1.55532490e+14
  1.30539813e+14 -1.10059991e+14 -7.83516283e+13  7.22252672e+13
  1.57577340e+14  1.63036980e+13 -2.17637928e+13 -6.79244020e+13
  1.68958379e+14  1.23993164e+14  3.05453712e+13 -1.11037911e+14]
4.573214E-10 [ 1.33836465e+14  1.20812962e+13  1.31039568e+14  8.47410888e+13
  9.02129280e+13  2.03172236e+14 -1.04183828e+13  1.55132635e+14
  1.31916502e+14 -1.08682318e+14 -7.96402169e+13  6.98722984e+13
  1.57839680e+14  1.92179065e+13 -2.07995150e+13 -7.06547479e+13
  1.66579939e+14  1.25616840e+14  3.42077383e+13 -1.10808063e+14]
4.574669E-10 [ 1.33846828e+14  1.18147760e+13  1.30656977e+14  8.51835126e+13
  8.93752714e+13  2.03300121e+14 -9.03273102e+12  1.54716072e+14
  1.33279906e+14 -1.07285797e+14 -8.08954464e+13  6.75101344e+13
  1.58049138e+14  2.21158462e+13 -1.97831712e+13 -7.33296100e+13
  1.64159974e+14  1.27141974e+14  3.78805017e+13 -1.10451693e+14]
4.576123E-10 [ 1.33857166e+14  1.15491310e+13  1.30273934e+14  8.56221288e+13
  8.85366844e+13  2.03420807e+14 -7.65041595e+12  1.54282951e+14
  1.34629858e+14 -1.05870837e+14 -8.21171828e+13  6.51395748e+13
  1.58205935e+14  2.49963373e+13 -1.87156056e+13 -7.59477584e+13
  1.61700280e+14  1.28568005e+14  4.15605205e+13 -1.09969877e+14]
4.577578E-10 [ 1.33867480e+14  1.12843581e+13  1.29890449e+14  8.60569460e+13
  8.76972125e+13  2.03534324e+14 -6.27155744e+12  1.53833425e+14
  1.35966194e+14 -1.04437850e+14 -8.33053018e+13  6.27614162e+13
  1.58310311e+14  2.78582165e+13 -1.75976821e+13 -7.85080061e+13
  1.59202665e+14  1.29894445e+14  4.52446720e+13 -1.09363796e+14]
4.579034E-10 [ 1.33877769e+14  1.10204545e+13  1.29506530e+14  8.64879729e+13
  8.68569008e+13  2.03640700e+14 -4.89627429e+12  1.53367645e+14
  1.37288754e+14 -1.02987248e+14 -8.44596891e+13  6.03764515e+13
  1.58362524e+14  3.07003374e+13 -1.64302835e+13 -8.10092085e+13
  1.56668949e+14  1.31120887e+14  4.89298545e+13 -1.08634737e+14]
4.580490E-10 [ 1.33888034e+14  1.07574173e+13  1.29122187e+14  8.69152181e+13
  8.60157947e+13  2.03739963e+14 -3.52468427e+12  1.52885767e+14
  1.38597382e+14 -1.01519444e+14 -8.55802398e+13  5.79854704e+13
  1.58362850e+14  3.35215709e+13 -1.52143115e+13 -8.34502643e+13
  1.54100961e+14  1.32247000e+14  5.26129893e+13 -1.07784093e+14]
4.581946E-10 [ 1.33898274e+14  1.04952439e+13  1.28737429e+14  8.73386902e+13
  8.51739391e+13  2.03832143e+14 -2.15690414e+12  1.52387944e+14
  1.39891924e+14 -1.00034850e+14 -8.66668591e+13  5.55892585e+13
  1.58311583e+14  3.63208056e+13 -1.39506853e+13 -8.58301157e+13
  1.51500541e+14  1.33272533e+14  5.62910232e+13 -1.06813356e+14]
4.583403E-10 [ 1.33908490e+14  1.02339315e+13  1.28352265e+14  8.77583977e+13
  8.43313790e+13  2.03917269e+14 -7.93049617e+11  1.51874335e+14
  1.41172230e+14 -9.85338832e+13 -8.77194618e+13  5.31885973e+13
  1.58209032e+14  3.90969482e+13 -1.26403416e+13 -8.81477483e+13
  1.48869534e+14  1.34197308e+14  5.99609309e+13 -1.05724118e+14]
4.584860E-10 [ 1.33918682e+14  9.97347757e+12  1.27966703e+14  8.81743493e+13
  8.34881591e+13  2.03995370e+14  5.66764614e+11  1.51345096e+14
  1.42438154e+14 -9.70169571e+13 -8.87379721e+13  5.07842644e+13
  1.58055525e+14  4.18489235e+13 -1.12842337e+13 -9.04021915e+13
  1.46209790e+14  1.35021224e+14  6.36197173e+13 -1.04518067e+14]
4.586318E-10 [ 1.33928850e+14  9.71387952e+12  1.27580754e+14  8.85865535e+13
  8.26443242e+13  2.04066478e+14  1.92242489e+12  1.50800385e+14
  1.43689552e+14 -9.54844881e+13 -8.97223240e+13  4.83770326e+13
  1.57851407e+14  4.45756751e+13 -9.88333072e+12 -9.25925189e+13
  1.43523168e+14  1.35744256e+14  6.72644195e+13 -1.03196986e+14]
4.587776E-10 [ 1.33938994e+14  9.45513488e+12  1.27194426e+14  8.89950187e+13
  8.17999189e+13  2.04130621e+14  3.27381861e+12  1.50240363e+14
  1.44926286e+14 -9.39368925e+13 -9.06724609e+13  4.59676702e+13
  1.57597039e+14  4.72761655e+13 -8.43861743e+12 -9.47178480e+13
  1.40811528e+14  1.36366453e+14  7.08921090e+13 -1.01762749e+14]
4.589234E-10 [ 1.33949114e+14  9.19724126e+12  1.26807728e+14  8.93997536e+13
  8.09549875e+13  2.04187832e+14  4.62083418e+12  1.49665190e+14
  1.46148219e+14 -9.23745870e+13 -9.15883359e+13  4.35569406e+13
  1.57292798e+14  4.99493763e+13 -6.95109325e+12 -9.67773408e+13
  1.38076730e+14  1.36887938e+14  7.44998938e+13 -1.00217319e+14]
4.590693E-10 [ 1.33959209e+14  8.94019630e+12  1.26420670e+14  8.98007665e+13
  8.01095744e+13  2.04238140e+14  5.96336109e+12  1.49075028e+14
  1.47355219e+14 -9.07979888e+13 -9.24699113e+13  4.11456021e+13
  1.56939078e+14  5.25943090e+13 -5.42177175e+12 -9.87702034e+13
  1.35320640e+14  1.37308908e+14  7.80849208e+13 -9.85627466e+13]
4.592152E-10 [ 1.33969281e+14  8.68399774e+12  1.26033261e+14  9.01980660e+13
  7.92637238e+13  2.04281577e+14  7.30128985e+12  1.48470039e+14
  1.48547157e+14 -8.92075153e+13 -9.33171588e+13  3.87344078e+13
  1.56536287e+14  5.52099846e+13 -3.85168001e+12 -1.00695687e+14
  1.32545119e+14  1.37629632e+14  8.16443774e+13 -9.68011646e+13]
4.593611E-10 [ 1.33979328e+14  8.42864335e+12  1.25645511e+14  9.05916606e+13
  7.84174799e+13  2.04318175e+14  8.63451205e+12  1.47850387e+14
  1.49723907e+14 -8.76035839e+13 -9.41300594e+13  3.63241055e+13
  1.56084849e+14  5.77954441e+13 -2.24185799e+12 -1.02553086e+14
  1.29752031e+14  1.37850450e+14  8.51754935e+13 -9.49347879e+13]
4.595071E-10 [ 1.33989351e+14  8.17413098e+12  1.25257428e+14  9.09815587e+13
  7.75708866e+13  2.04347966e+14  9.96292031e+12  1.47216237e+14
  1.50885348e+14 -8.59866123e+13 -9.49086036e+13  3.39154369e+13
  1.55585206e+14  6.03497491e+13 -5.93357906e+11 -1.04341740e+14
  1.26943233e+14  1.37971773e+14  8.86755436e+13 -9.29659093e+13]
4.596531E-10 [ 1.33999351e+14  7.92045854e+12  1.24869022e+14  9.13677689e+13
  7.67239878e+13  2.04370982e+14  1.12864083e+13  1.46567755e+14
  1.52031360e+14 -8.43570182e+13 -9.56527907e+13  3.15091384e+13
  1.55037810e+14  6.28719817e+13  1.09275644e+12 -1.06061035e+14
  1.24120582e+14  1.37994082e+14  9.21418485e+13 -9.08968973e+13]
4.597992E-10 [ 1.34009326e+14  7.66762401e+12  1.24480303e+14  9.17502995e+13
  7.58768272e+13  2.04387255e+14  1.26048709e+13  1.45905107e+14
  1.53161828e+14 -8.27152191e+13 -9.63626295e+13  2.91059400e+13
  1.54443133e+14  6.53612447e+13  2.81541026e+12 -1.07710399e+14
  1.21285928e+14  1.37917927e+14  9.55717772e+13 -8.87301927e+13]
4.599453E-10 [ 1.34019278e+14  7.41562542e+12  1.24091280e+14  9.21291591e+13
  7.50294485e+13  2.04396818e+14  1.39182038e+13  1.45228460e+14
  1.54276641e+14 -8.10616323e+13 -9.70381377e+13  2.67065657e+13
  1.53801656e+14  6.78166621e+13  4.57351842e+12 -1.09289304e+14
  1.18441114e+14  1.37743924e+14  9.89627486e+13 -8.64683062e+13]
4.600914E-10 [ 1.34029206e+14  7.16446086e+12  1.23701962e+14  9.25043562e+13
  7.41818953e+13  2.04399706e+14  1.52263040e+13  1.44537983e+14
  1.55375691e+14 -7.93966751e+13 -9.76793420e+13  2.43117329e+13
  1.53113878e+14  7.02373789e+13  6.36598609e+12 -1.10797269e+14
  1.15587978e+14  1.37472759e+14  1.02312233e+14 -8.41138153e+13]
4.602376E-10 [ 1.34039109e+14  6.91412848e+12  1.23312359e+14  9.28758993e+13
  7.33342108e+13  2.04395950e+14  1.65290695e+13  1.43833846e+14
  1.56458872e+14 -7.77207640e+13 -9.82862781e+13  2.19221525e+13
  1.52380311e+14  7.26225620e+13  8.19170950e+12 -1.12233856e+14
  1.12728347e+14  1.37105179e+14  1.05617754e+14 -8.16693609e+13]
4.603838E-10 [ 1.34048989e+14  6.66462637e+12  1.22922480e+14  9.32437971e+13
  7.24864381e+13  2.04385586e+14  1.78264001e+13  1.43116217e+14
  1.57526085e+14 -7.60343148e+13 -9.88589908e+13  1.95385277e+13
  1.51601478e+14  7.49714007e+13  1.00495770e+13 -1.13598671e+14
  1.09864039e+14  1.36642001e+14  1.08876892e+14 -7.91376441e+13]
4.605301E-10 [ 1.34058845e+14  6.41595258e+12  1.22532335e+14  9.36080583e+13
  7.16386196e+13  2.04368647e+14  1.91181969e+13  1.42385267e+14
  1.58577232e+14 -7.43377418e+13 -9.93975340e+13  1.71615535e+13
  1.50777917e+14  7.72831071e+13  1.19384704e+13 -1.14891367e+14
  1.06996860e+14  1.36084099e+14  1.12087284e+14 -7.65214220e+13]
4.606764E-10 [ 1.34068677e+14  6.16810505e+12  1.22141933e+14  9.39686921e+13
  7.07907969e+13  2.04345167e+14  2.04043634e+13  1.41641167e+14
  1.59612221e+14 -7.26314575e+13 -9.99019705e+13  1.47919165e+13
  1.49910177e+14  7.95569169e+13  1.38572654e+13 -1.16111638e+14
  1.04128601e+14  1.35432413e+14  1.15246627e+14 -7.38235048e+13]
4.608227E-10 [ 1.34078485e+14  5.92108165e+12  1.21751282e+14  9.43257077e+13
  6.99430113e+13  2.04315182e+14  2.16848045e+13  1.40884088e+14
  1.60630963e+14 -7.09158730e+13 -1.00372372e+14  1.24302947e+13
  1.48998820e+14  8.17920890e+13  1.58048324e+13 -1.17259224e+14
  1.01261038e+14  1.34687940e+14  1.18352679e+14 -7.10467523e+13]
4.609691E-10 [ 1.34088269e+14  5.67488015e+12  1.21360391e+14  9.46791147e+13
  6.90953033e+13  2.04278727e+14  2.29594272e+13  1.40114199e+14
  1.61633373e+14 -6.91913973e+13 -1.00808818e+14  1.00773572e+13
  1.48044419e+14  8.39879054e+13  1.77800372e+13 -1.18333909e+14
  9.83959350e+13  1.33851738e+14  1.21403259e+14 -6.81940708e+13]
4.611155E-10 [ 1.34098030e+14  5.42949827e+12  1.20969269e+14  9.50289226e+13
  6.82477129e+13  2.04235835e+14  2.42281401e+13  1.39331674e+14
  1.62619370e+14 -6.74584376e+13 -1.01211398e+14  7.73376451e+12
  1.47047557e+14  8.61436718e+13  1.97817420e+13 -1.19335518e+14
  9.55350352e+13  1.32924919e+14  1.24396248e+14 -6.52684099e+13]
4.612619E-10 [ 1.34107767e+14  5.18493361e+12  1.20577924e+14  9.53751415e+13
  6.74002793e+13  2.04186544e+14  2.54908536e+13  1.38536683e+14
  1.63588878e+14 -6.57173992e+13 -1.01580208e+14  5.40016786e+12
  1.46008829e+14  8.82587173e+13  2.18088053e+13 -1.20263923e+14
  9.26800664e+13  1.31908654e+14  1.27329594e+14 -6.22727589e+13]
4.614084E-10 [ 1.34117480e+14  4.94118371e+12  1.20186363e+14  9.57177812e+13
  6.65530413e+13  2.04130889e+14  2.67474801e+13  1.37729397e+14
  1.64541823e+14 -6.39686852e+13 -1.01915355e+14  3.07720953e+12
  1.44928838e+14  9.03323943e+13  2.38600832e+13 -1.21119033e+14
  8.98327375e+13  1.30804165e+14  1.30201308e+14 -5.92101443e+13]
4.615549E-10 [ 1.34127169e+14  4.69824604e+12  1.19794596e+14  9.60568521e+13
  6.57060370e+13  2.04068905e+14  2.79979336e+13  1.36909988e+14
  1.65478136e+14 -6.22126965e+13 -1.02216950e+14  7.65522522e+11
  1.43808201e+14  9.23640786e+13  2.59344301e+13 -1.21900803e+14
  8.69947379e+13  1.29612728e+14  1.33009465e+14 -5.60836261e+13]
4.617014E-10 [ 1.34136835e+14  4.45611797e+12  1.19402629e+14  9.63923646e+13
  6.48593038e+13  2.04000628e+14  2.92421299e+13  1.36078627e+14
  1.66397752e+14 -6.04498317e+13 -1.02485115e+14 -1.53426947e+12
  1.42647539e+14  9.43531695e+13  2.80306986e+13 -1.22609226e+14
  8.41677368e+13  1.28335668e+14  1.35752209e+14 -5.28962945e+13]
4.618480E-10 [ 1.34146477e+14  4.21479681e+12  1.19010469e+14  9.67243292e+13
  6.40128787e+13  2.03926095e+14  3.04799865e+13  1.35235486e+14
  1.67300608e+14 -5.86804872e+13 -1.02719978e+14 -3.82155218e+12
  1.41447488e+14  9.62990898e+13  3.01477410e+13 -1.23244340e+14
  8.13533819e+13  1.26974362e+14  1.38427751e+14 -4.96512674e+13]
4.619946E-10 [ 1.34156096e+14  3.97427978e+12  1.18618126e+14  9.70527566e+13
  6.31667979e+13  2.03845343e+14  3.17114227e+13  1.34380737e+14
  1.68186646e+14 -5.69050568e+13 -1.02921677e+14 -6.09572086e+12
  1.40208687e+14  9.82012854e+13  3.22844093e+13 -1.23806218e+14
  7.85532994e+13  1.25530233e+14  1.41034368e+14 -4.63516865e+13]
4.621413E-10 [ 1.34165691e+14  3.73456404e+12  1.18225604e+14  9.73776578e+13
  6.23210971e+13  2.03758407e+14  3.29363596e+13  1.33514549e+14
  1.69055811e+14 -5.51239320e+13 -1.03090354e+14 -8.35618036e+12
  1.38931787e+14  1.00059226e+14  3.44395561e+13 -1.24294978e+14
  7.57690922e+13  1.24004749e+14  1.43570408e+14 -4.30007147e+13]
4.622880E-10 [ 1.34175263e+14  3.49564667e+12  1.17832912e+14  9.76990437e+13
  6.14758113e+13  2.03665324e+14  3.41547199e+13  1.32637095e+14
  1.69908053e+14 -5.33375014e+13 -1.03226160e+14 -1.06023452e+13
  1.37617446e+14  1.01872403e+14  3.66120352e+13 -1.24710772e+14
  7.30023401e+13  1.22399424e+14  1.46034285e+14 -3.96015331e+13]
4.624347E-10 [ 1.34184812e+14  3.25752468e+12  1.17440056e+14  9.80169256e+13
  6.06309750e+13  2.03566131e+14  3.53664281e+13  1.31748545e+14
  1.70743323e+14 -5.15461513e+13 -1.03329252e+14 -1.28336397e+13
  1.36266329e+14  1.03640333e+14  3.88007019e+13 -1.25053796e+14
  7.02545981e+13  1.20715814e+14  1.48424485e+14 -3.61573374e+13]
4.625814E-10 [ 1.34194337e+14  3.02019500e+12  1.17047042e+14  9.83313147e+13
  5.97866220e+13  2.03460865e+14  3.65714101e+13  1.30849069e+14
  1.71561578e+14 -4.97502651e+13 -1.03399797e+14 -1.50494978e+13
  1.34879109e+14  1.05362554e+14  4.10044138e+13 -1.25324279e+14
  6.75273968e+13  1.18955515e+14  1.50739562e+14 -3.26713356e+13]
4.627282E-10 [ 1.34203839e+14  2.78365449e+12  1.16653878e+14  9.86422225e+13
  5.89427856e+13  2.03349563e+14  3.77695940e+13  1.29938838e+14
  1.72362777e+14 -4.79502233e+13 -1.03437965e+14 -1.72493636e+13
  1.33456464e+14  1.07038629e+14  4.32220315e+13 -1.25522490e+14
  6.48222405e+13  1.17120165e+14  1.52978142e+14 -2.91467445e+13]
4.628750E-10 [ 1.34213318e+14  2.54789994e+12  1.16260568e+14  9.89496606e+13
  5.80994983e+13  2.03232261e+14  3.89609090e+13  1.29018021e+14
  1.73146882e+14 -4.61464037e+13 -1.03443933e+14 -1.94326909e+13
  1.31999080e+14  1.08668141e+14  4.54524188e+13 -1.25648734e+14
  6.21406078e+13  1.15211437e+14  1.55138919e+14 -2.55867870e+13]
4.630219E-10 [ 1.34222774e+14  2.31292809e+12  1.15867119e+14  9.92536406e+13
  5.72567924e+13  2.03108997e+14  4.01452863e+13  1.28086788e+14
  1.73913860e+14 -4.43391812e+13 -1.03417888e+14 -2.15989435e+13
  1.30507649e+14  1.10250697e+14  4.76944433e+13 -1.25703352e+14
  5.94839499e+13  1.13231042e+14  1.57220660e+14 -2.19946892e+13]
4.631688E-10 [ 1.34232207e+14  2.07873558e+12  1.15473538e+14  9.95541744e+13
  5.64146991e+13  2.02979809e+14  4.13226586e+13  1.27145308e+14
  1.74663679e+14 -4.25289276e+13 -1.03360019e+14 -2.37475952e+13
  1.28982869e+14  1.11785928e+14  4.99469771e+13 -1.25686721e+14
  5.68536908e+13  1.11180725e+14  1.59222200e+14 -1.83736776e+13]
4.633157E-10 [ 1.34241617e+14  1.84531901e+12  1.15079828e+14  9.98512739e+13
  5.55732494e+13  2.02844732e+14  4.24929602e+13  1.26193749e+14
  1.75396312e+14 -4.07160118e+13 -1.03270523e+14 -2.58781300e+13
  1.27425441e+14  1.13273485e+14  5.22088973e+13 -1.25599252e+14
  5.42512263e+13  1.09062263e+14  1.61142447e+14 -1.47269762e+13]
4.634626E-10 [ 1.34251004e+14  1.61267490e+12  1.14685996e+14  1.00144951e+14
  5.47324734e+13  2.02703805e+14  4.36561271e+13  1.25232280e+14
  1.76111735e+14 -3.89007996e+13 -1.03149603e+14 -2.79900417e+13
  1.25836073e+14  1.14713042e+14  5.44790861e+13 -1.25441390e+14
  5.16779236e+13  1.06877464e+14  1.62980379e+14 -1.10578039e+13]
4.636096E-10 [ 1.34260368e+14  1.38079970e+12  1.14292047e+14  1.00435218e+14
  5.38924009e+13  2.02557064e+14  4.48120966e+13  1.24261069e+14
  1.76809925e+14 -3.70836536e+13 -1.02997467e+14 -3.00828344e+13
  1.24215479e+14  1.16104297e+14  5.67564319e+13 -1.25213615e+14
  4.91351210e+13  1.04628168e+14  1.64735043e+14 -7.36937180e+12]
4.637566E-10 [ 1.34269710e+14  1.14968981e+12  1.13897985e+14  1.00722087e+14
  5.30530610e+13  2.02404547e+14  4.59608080e+13  1.23280281e+14
  1.77490866e+14 -3.52649332e+13 -1.02814330e+14 -3.21560222e+13
  1.22564374e+14  1.17446968e+14  5.90398293e+13 -1.24916436e+14
  4.66241271e+13  1.02316240e+14  1.66405558e+14 -3.66488025e+12]
4.639037E-10 [ 1.34279029e+14  9.19341560e+11  1.13503817e+14  1.01005571e+14
  5.22144821e+13  2.02246291e+14  4.71022018e+13  1.22290084e+14
  1.78154541e+14 -3.34449947e+13 -1.02600411e+14 -3.42091294e+13
  1.20883479e+14  1.18740794e+14  6.13281797e+13 -1.24550398e+14
  4.41462206e+13  9.99435718e+13  1.67991114e+14  5.24833082e+10]
4.640507E-10 [ 1.34288326e+14  6.89751214e+11  1.13109545e+14  1.01285681e+14
  5.13766921e+13  2.02082333e+14  4.82362201e+13  1.21290643e+14
  1.78800938e+14 -3.16241911e+13 -1.02355936e+14 -3.62416903e+13
  1.19173517e+14  1.19985538e+14  6.36203917e+13 -1.24116076e+14
  4.17026498e+13  9.75120815e+13  1.69490969e+14  3.77954711e+12]
4.641978E-10 [ 1.34297600e+14  4.60914979e+11  1.12715175e+14  1.01562430e+14
  5.05397185e+13  2.01912710e+14  4.93628065e+13  1.20282123e+14
  1.79430047e+14 -2.98028719e+13 -1.02081133e+14 -3.82532495e+13
  1.17435217e+14  1.21180982e+14  6.59153817e+13 -1.23614073e+14
  3.92946324e+13  9.50237088e+13  1.70904454e+14  7.51315750e+12]
4.643450E-10 [ 1.34306852e+14  2.32828998e+11  1.12320711e+14  1.01835831e+14
  4.97035878e+13  2.01737460e+14  5.04819062e+13  1.19264690e+14
  1.80041863e+14 -2.79813835e+13 -1.01776239e+14 -4.02433616e+13
  1.15669310e+14  1.22326931e+14  6.82120739e+13 -1.23045025e+14
  3.69233547e+13  9.24804150e+13  1.72230966e+14  1.12501814e+13]
4.644922E-10 [ 1.34316082e+14  5.48935590e+09  1.11926156e+14  1.02105897e+14
  4.88683264e+13  2.01556618e+14  5.15934657e+13  1.18238506e+14
  1.80636381e+14 -2.61600689e+13 -1.01441494e+14 -4.22115913e+13
  1.13876527e+14  1.23423210e+14  7.05094014e+13 -1.22409597e+14
  3.45899717e+13  8.98841814e+13  1.73469972e+14  1.49875084e+13]
4.646394E-10 [ 1.34325290e+14 -2.21107923e+11  1.11531515e+14  1.02372639e+14
  4.80339597e+13  2.01370224e+14  5.26974332e+13  1.17203734e+14
  1.81213599e+14 -2.43392675e+13 -1.01077141e+14 -4.41575134e+13
  1.12057604e+14  1.24469664e+14  7.28063059e+13 -1.21708480e+14
  3.22956069e+13  8.72370077e+13  1.74621010e+14  1.87220537e+13]
4.647866E-10 [ 1.34334476e+14 -4.46966871e+11  1.11136791e+14  1.02636071e+14
  4.72005130e+13  2.01178312e+14  5.37937579e+13  1.16160538e+14
  1.81773521e+14 -2.25193155e+13 -1.00683431e+14 -4.60807131e+13
  1.10213280e+14  1.25466161e+14  7.51017383e+13 -1.20942394e+14
  3.00413514e+13  8.45409100e+13  1.75683683e+14  2.24507594e+13]
4.649339E-10 [ 1.34343640e+14 -6.72091578e+11  1.10741988e+14  1.02896206e+14
  4.63680106e+13  2.00980920e+14  5.48823910e+13  1.15109077e+14
  1.82316149e+14 -2.07005453e+13 -1.00260618e+14 -4.79807851e+13
  1.08344293e+14  1.26412587e+14  7.73946594e+13 -1.20112087e+14
  2.78282645e+13  8.17979198e+13  1.76657664e+14  2.61705978e+13]
4.650812E-10 [ 1.34352782e+14 -8.96486194e+11  1.10347109e+14  1.03153056e+14
  4.55364764e+13  2.00778085e+14  5.59632845e+13  1.14049514e+14
  1.82841491e+14 -1.88832863e+13 -9.98089578e+13 -4.98573347e+13
  1.06451383e+14  1.27308849e+14  7.96840397e+13 -1.19218331e+14
  2.56573726e+13  7.90100823e+13  1.77542691e+14  2.98785724e+13]
4.652285E-10 [ 1.34361903e+14 -1.12015492e+12  1.09952157e+14  1.03406634e+14
  4.47059339e+13  2.00569844e+14  5.70363923e+13  1.12982007e+14
  1.83349556e+14 -1.70678638e+13 -9.93287142e+13 -5.17099768e+13
  1.04535294e+14  1.28154872e+14  8.19688602e+13 -1.18261925e+14
  2.35296698e+13  7.61794546e+13  1.78338571e+14  3.35717207e+13]
4.653758E-10 [ 1.34371002e+14 -1.34310201e+12  1.09557134e+14  1.03656953e+14
  4.38764058e+13  2.00356232e+14  5.81016692e+13  1.11906716e+14
  1.83840356e+14 -1.52545999e+13 -9.88201528e+13 -5.35383365e+13
  1.02596767e+14  1.28950604e+14  8.42481124e+13 -1.17243691e+14
  2.14461173e+13  7.33081047e+13  1.79045174e+14  3.72471162e+13]
4.655232E-10 [ 1.34380080e+14 -1.56533179e+12  1.09162044e+14  1.03904027e+14
  4.30479144e+13  2.00137287e+14  5.91590717e+13  1.10823799e+14
  1.84313905e+14 -1.34438132e+13 -9.82835436e+13 -5.53420488e+13
  1.00636546e+14  1.29696010e+14  8.65207988e+13 -1.16164478e+14
  1.94076431e+13  7.03981097e+13  1.79662437e+14  4.09018698e+13]
4.656706E-10 [ 1.34389137e+14 -1.78684861e+12  1.08766889e+14  1.04147867e+14
  4.22204814e+13  1.99913043e+14  6.02085574e+13  1.09733413e+14
  1.84770219e+14 -1.16358185e+13 -9.77191602e+13 -5.71207585e+13
  9.86553751e+13  1.30391074e+14  8.87859333e+13 -1.15025154e+14
  1.74151425e+13  6.74515543e+13  1.80190360e+14  4.45331320e+13]
4.658181E-10 [ 1.34398172e+14 -2.00765689e+12  1.08371671e+14  1.04388487e+14
  4.13941280e+13  1.99683539e+14  6.12500853e+13  1.08635714e+14
