r [m]	R_1(r) [∛(1/m)] 		R_2(r) [∛(1/m)] 		R_3(r) [∛(1/m)] 		R_4(r) [∛(1/m)] 		R_5(r) [∛(1/m)] 		R_6(r) [∛(1/m)] 		R_7(r) [∛(1/m)] 		R_8(r) [∛(1/m)] 		R_9(r) [∛(1/m)] 		R_10(r) [∛(1/m)] 		R_11(r) [∛(1/m)] 		R_12(r) [∛(1/m)] 		R_13(r) [∛(1/m)] 		R_14(r) [∛(1/m)] 		R_15(r) [∛(1/m)] 		R_16(r) [∛(1/m)] 		R_17(r) [∛(1/m)] 		R_18(r) [∛(1/m)] 		R_19(r) [∛(1/m)] 		R_20(r) [∛(1/m)] 	
3.829729E-10 [ 1.22299750e+14  4.14449265e+14 -3.40562133e+14  2.61682217e+14
  1.46333546e+14  1.60412652e+14 -1.44754226e+14 -2.50409867e+14
  4.35122945e+14 -3.83715649e+14  3.97681864e+14 -2.51841604e+14
  1.76802764e+14  3.02106790e+12  7.10366178e+12  2.79605563e+14
 -1.61986811e+14  3.87247418e+14 -2.48996878e+14  3.20903823e+14]
3.830467E-10 [ 1.22310716e+14  4.14017548e+14 -3.39340685e+14  2.59360033e+14
  1.42855471e+14  1.63523980e+14 -1.49353844e+14 -2.54214495e+14
  4.36795364e+14 -3.83005509e+14  3.93724495e+14 -2.44707093e+14
  1.67003969e+14  1.41753206e+13 -2.01143808e+12  2.88328546e+14
 -1.65983665e+14  3.86903292e+14 -2.43335511e+14  3.09510772e+14]
3.831207E-10 [ 1.22321761e+14  4.13582649e+14 -3.38111426e+14  2.57026480e+14
  1.39368291e+14  1.66631260e+14 -1.53920764e+14 -2.57947110e+14
  4.38363633e+14 -3.82139737e+14  3.89596277e+14 -2.37419052e+14
  1.57113004e+14  2.53157525e+13 -1.09962044e+13  2.96741821e+14
 -1.69608681e+14  3.86015716e+14 -2.37155769e+14  2.97651930e+14]
3.831949E-10 [ 1.22332885e+14  4.13144562e+14 -3.36874361e+14  2.54681641e+14
  1.35872282e+14  1.69734053e+14 -1.58453996e+14 -2.61606491e+14
  4.39826822e+14 -3.81118087e+14  3.85298617e+14 -2.29981299e+14
  1.47136590e+14  3.64329804e+13 -1.98414861e+13  3.04834869e+14
 -1.72855928e+14  3.84583854e+14 -2.30465505e+14  2.85346392e+14]
3.832692E-10 [ 1.22344089e+14  4.12703279e+14 -3.35629497e+14  2.52325603e+14
  1.32367723e+14  1.72831914e+14 -1.62952548e+14 -2.65191429e+14
  4.41184035e+14 -3.79940385e+14  3.80833030e+14 -2.22397787e+14
  1.37081572e+14  4.75175614e+13 -2.85381966e+13  3.12597453e+14
 -1.75719924e+14  3.82607666e+14 -2.23273477e+14  2.72614229e+14]
3.833438E-10 [ 1.22355373e+14  4.12258794e+14 -3.34376841e+14  2.49958452e+14
  1.28854897e+14  1.75924396e+14 -1.67415429e+14 -2.68700729e+14
  4.42434408e+14 -3.78606528e+14  3.76201137e+14 -2.14672595e+14
  1.26954916e+14  5.85600017e+13 -3.70773250e+13  3.20019637e+14
 -1.78195644e+14  3.80087914e+14 -2.15589345e+14  2.59476462e+14]
3.834185E-10 [ 1.22366736e+14  4.11811100e+14 -3.33116403e+14  2.47580281e+14
  1.25334090e+14  1.79011048e+14 -1.71841646e+14 -2.72133204e+14
  4.43577108e+14 -3.77116484e+14  3.71404665e+14 -2.06809935e+14
  1.16763699e+14  6.95507646e+13 -4.54499465e+13  3.27091799e+14
 -1.80278537e+14  3.77026177e+14 -2.07423667e+14  2.45955032e+14]
3.834934E-10 [ 1.22378179e+14  4.11360190e+14 -3.31848190e+14  2.45191181e+14
  1.21805594e+14  1.82091418e+14 -1.76230209e+14 -2.75487686e+14
  4.44611340e+14 -3.75470295e+14  3.66445450e+14 -1.98814142e+14
  1.06515112e+14  8.04802803e+13 -5.36472343e+13  3.33804648e+14
 -1.81964536e+14  3.73424855e+14 -1.98787889e+14  2.32072774e+14]
3.835685E-10 [ 1.22389703e+14  4.10906059e+14 -3.30572213e+14  2.42791246e+14
  1.18269703e+14  1.85165048e+14 -1.80580125e+14 -2.78763018e+14
  4.45536340e+14 -3.73668076e+14  3.61325435e+14 -1.90689678e+14
  9.62164480e+13  9.13389546e+13 -6.16604707e+13  3.40149244e+14
 -1.83250071e+14  3.69287178e+14 -1.89694337e+14  2.17853380e+14]
3.836438E-10 [ 1.22401307e+14  4.10448700e+14 -3.29288483e+14  2.40380575e+14
  1.14726717e+14  1.88231481e+14 -1.84890406e+14 -2.81958058e+14
  4.46351382e+14 -3.71710016e+14  3.56046669e+14 -1.82441131e+14
  8.58751015e+13  1.02117178e+14 -6.94810581e+13  3.46117008e+14
 -1.84132080e+14  3.64617208e+14 -1.80156208e+14  2.03321362e+14]
3.837193E-10 [ 1.22412992e+14  4.09988107e+14 -3.27997012e+14  2.37959266e+14
  1.11176936e+14  1.91290254e+14 -1.89160061e+14 -2.85071679e+14
  4.47055778e+14 -3.69596379e+14  3.50611311e+14 -1.74073207e+14
  7.54985613e+13  1.12805337e+14 -7.71005305e+13  3.51699742e+14
 -1.84608022e+14  3.59419846e+14 -1.70187557e+14  1.88502019e+14]
3.837949E-10 [ 1.22424757e+14  4.09524275e+14 -3.26697811e+14  2.35527421e+14
  1.07620669e+14  1.94340903e+14 -1.93388104e+14 -2.88102772e+14
  4.47648873e+14 -3.67327509e+14  3.45021623e+14 -1.65590734e+14
  6.50944052e+13  1.23393819e+14 -8.45105650e+13  3.56889643e+14
 -1.84675883e+14  3.53700836e+14 -1.59803281e+14  1.73421394e+14]
3.838708E-10 [ 1.22436603e+14  4.09057198e+14 -3.25390895e+14  2.33085143e+14
  1.04058223e+14  1.97382961e+14 -1.97573548e+14 -2.91050244e+14
  4.48130055e+14 -3.64903822e+14  3.39279979e+14 -1.56998656e+14
  5.46702950e+13  1.33873030e+14 -9.17029930e+13  3.61679316e+14
 -1.84334189e+14  3.47466761e+14 -1.49019104e+14  1.58106233e+14]
3.839468E-10 [ 1.22448530e+14  4.08586871e+14 -3.24076278e+14  2.30632537e+14
  1.00489914e+14  2.00415958e+14 -2.01715411e+14 -2.93913017e+14
  4.48498748e+14 -3.62325815e+14  3.33388857e+14 -1.48302033e+14
  4.42339701e+13  1.44233395e+14 -9.86698115e+13  3.66061793e+14
 -1.83582013e+14  3.40725046e+14 -1.37851559e+14  1.42583938e+14]
3.840230E-10 [ 1.22460538e+14  4.08113289e+14 -3.22753975e+14  2.28169712e+14
  9.69160591e+13  2.03439424e+14 -2.05812713e+14 -2.96690034e+14
  4.48754416e+14 -3.59594061e+14  3.27350843e+14 -1.39506036e+14
  3.37932418e+13  1.54465376e+14 -1.05403195e+14  3.70030542e+14
 -1.82418984e+14  3.33483957e+14 -1.26317966e+14  1.26882523e+14]
3.840993E-10 [ 1.22472628e+14  4.07636447e+14 -3.21424002e+14  2.25696778e+14
  9.33369786e+13  2.06452884e+14 -2.09864475e+14 -2.99380255e+14
  4.48896564e+14 -3.56709215e+14  3.21168628e+14 -1.30615947e+14
  2.33559870e+13  1.64559479e+14 -1.11895504e+14  3.73579487e+14
 -1.80845295e+14  3.25752595e+14 -1.14436414e+14  1.11030566e+14]
3.841759E-10 [ 1.22484798e+14  4.07156340e+14 -3.20086376e+14  2.23213848e+14
  8.97529978e+13  2.09455863e+14 -2.13869724e+14 -3.01982659e+14
  4.48924739e+14 -3.53672008e+14  3.14845008e+14 -1.21637154e+14
  1.29301421e+13  1.74506264e+14 -1.18139303e+14  3.76703015e+14
 -1.78861708e+14  3.17540895e+14 -1.02225735e+14  9.50571550e+13]
3.842526E-10 [ 1.22497051e+14  4.06672965e+14 -3.18741115e+14  2.20721036e+14
  8.61644449e+13  2.12447881e+14 -2.17827489e+14 -3.04496248e+14
  4.48838527e+14 -3.50483254e+14  3.08382886e+14 -1.12575151e+14
  2.52369640e+12  1.84296355e+14 -1.24127362e+14  3.79395994e+14
 -1.76469559e+14  3.08859615e+14 -8.97054773e+13  7.89918374e+13]
3.843295E-10 [ 1.22509384e+14  4.06186316e+14 -3.17388238e+14  2.18218459e+14
  8.25716521e+13  2.15428461e+14 -2.21736803e+14 -3.06920040e+14
  4.48637560e+14 -3.47143847e+14  3.01785268e+14 -1.03435529e+14
 -7.85531442e+12  1.93920453e+14 -1.29852676e+14  3.81653784e+14
 -1.73670766e+14  2.99720330e+14 -7.68958809e+13  6.28645662e+13]
3.844066E-10 [ 1.22521800e+14  4.05696391e+14 -3.16027764e+14  2.15706236e+14
  7.89749549e+13  2.18397119e+14 -2.25596706e+14 -3.09253077e+14
  4.48321511e+14 -3.43654759e+14  2.95055263e+14 -9.42239815e+13
 -1.81988152e+13  2.03369344e+14 -1.35308471e+14  3.83472248e+14
 -1.70467829e+14  2.90135426e+14 -6.38178467e+13  4.67056430e+13]
3.844839E-10 [ 1.22534297e+14  4.05203186e+14 -3.14659715e+14  2.13184490e+14
  7.53746924e+13  2.21353373e+14 -2.29406241e+14 -3.11494423e+14
  4.47890098e+14 -3.40017048e+14  2.88196084e+14 -8.49462925e+13
 -2.84986983e+13  2.12633912e+14 -1.40488217e+14  3.84847766e+14
 -1.66863839e+14  2.80118082e+14 -5.04929058e+13  3.05456601e+13]
3.845613E-10 [ 1.22546876e+14  4.04706696e+14 -3.13284111e+14  2.10653343e+14
  7.17712073e+13  2.24296737e+14 -2.33164455e+14 -3.13643164e+14
  4.47343083e+14 -3.36231851e+14  2.81211043e+14 -7.56083384e+13
 -3.87468302e+13  2.21705146e+14 -1.45385637e+14  3.85777240e+14
 -1.62862473e+14  2.69682263e+14 -3.69431872e+13  1.44154418e+13]
3.846390E-10 [ 1.22559538e+14  4.04206920e+14 -3.11900976e+14  2.08112921e+14
  6.81648456e+13  2.27226726e+14 -2.36870403e+14 -3.15698409e+14
  4.46680274e+14 -3.32300387e+14  2.74103556e+14 -6.62160828e+13
 -4.89350593e+13  2.30574155e+14 -1.49994720e+14  3.86258114e+14
 -1.58468000e+14  2.58842704e+14 -2.31913836e+13 -1.65401709e+12]
3.847168E-10 [ 1.22572281e+14  4.03703853e+14 -3.10510334e+14  2.05563354e+14
  6.45559567e+13  2.30142852e+14 -2.40523146e+14 -3.17659291e+14
  4.45901524e+14 -3.28223959e+14  2.66877136e+14 -5.67755723e+13
 -5.90552228e+13  2.39232175e+14 -1.54309727e+14  3.86288373e+14
 -1.53685281e+14  2.47614891e+14 -9.26071483e+12 -1.76316128e+13]
3.847948E-10 [ 1.22585107e+14  4.03197494e+14 -3.09112208e+14  2.03004770e+14
  6.09448936e+13  2.33044627e+14 -2.44121750e+14 -3.19524968e+14
  4.45006732e+14 -3.24003951e+14  2.59535392e+14 -4.72929333e+13
 -6.90991543e+13  2.47670585e+14 -1.58325207e+14  3.85866561e+14
 -1.48519768e+14  2.36015048e+14  4.82510903e+12 -3.34861959e+13]
3.848729E-10 [ 1.22598014e+14  4.02687840e+14 -3.07706624e+14  2.00437305e+14
  5.73320122e+13  2.35931560e+14 -2.47665289e+14 -3.21294622e+14
  4.43995847e+14 -3.19641829e+14  2.52082035e+14 -3.77743674e+13
 -7.90586913e+13  2.55880909e+14 -1.62036000e+14  3.84991784e+14
 -1.42977499e+14  2.24060115e+14  1.90419273e+13 -4.91866360e+13]
3.849513E-10 [ 1.22611005e+14  4.02174889e+14 -3.06293609e+14  1.97861091e+14
  5.37176721e+13  2.38803161e+14 -2.51152843e+14 -3.22967461e+14
  4.42868862e+14 -3.15139144e+14  2.44520865e+14 -2.82261476e+13
 -8.89256832e+13  2.63854838e+14 -1.65437253e+14  3.83663718e+14
 -1.37065103e+14  2.11767729e+14  3.33651690e+13 -6.47018868e+13]
3.850298E-10 [ 1.22624077e+14  4.01658639e+14 -3.04873190e+14  1.95276267e+14
  5.01022358e+13  2.41658939e+14 -2.54583502e+14 -3.24542721e+14
  4.41625820e+14 -3.10497527e+14  2.36855780e+14 -1.86546140e+13
 -9.86919983e+13  2.71584230e+14 -1.68524424e+14  3.81882618e+14
 -1.30789788e+14  1.99156199e+14  4.77698954e+13 -8.00010518e+13]
3.851085E-10 [ 1.22637232e+14  4.01139088e+14 -3.03445396e+14  1.92682973e+14
  4.64860693e+13  2.44498401e+14 -2.57956363e+14 -3.26019663e+14
  4.40266813e+14 -3.05718693e+14  2.29090767e+14 -9.06616900e+12
 -1.08349533e+14  2.79061129e+14 -1.71293295e+14  3.79649323e+14
 -1.24159342e+14  1.86244485e+14  6.22308428e+13 -9.50534519e+13]
3.851874E-10 [ 1.22650470e+14  4.00616236e+14 -3.02010256e+14  1.90081350e+14
  4.28695414e+13  2.47321055e+14 -2.61270530e+14 -3.27397576e+14
  4.38791980e+14 -3.00804440e+14  2.21229905e+14  5.32726827e+11
 -1.17890217e+14  2.86277769e+14 -1.73739980e+14  3.76965260e+14
 -1.17182126e+14  1.73052168e+14  7.67224681e+13 -1.09828692e+14]
3.852664E-10 [ 1.22663790e+14  4.00090080e+14 -3.00567802e+14  1.87471542e+14
  3.92530242e+13  2.50126408e+14 -2.64525118e+14 -3.28675779e+14
  4.37201514e+14 -2.95756647e+14  2.13277360e+14  1.01355596e+13
 -1.27306026e+14  2.93226590e+14 -1.75860930e+14  3.73832452e+14
 -1.09867064e+14  1.59599429e+14  9.12189939e+13 -1.24296727e+14]
3.853456E-10 [ 1.22677193e+14  3.99560621e+14 -2.99118063e+14  1.84853696e+14
  3.56368928e+13  2.52913967e+14 -2.67719251e+14 -3.29853619e+14
  4.35495653e+14 -2.90577276e+14  2.05237383e+14  1.97357669e+13
 -1.36588985e+14  2.99900245e+14 -1.77652945e+14  3.70253518e+14
 -1.02223642e+14  1.45907016e+14  1.05694457e+14 -1.38427935e+14]
3.854251E-10 [ 1.22690678e+14  3.99027858e+14 -2.97661074e+14  1.82227961e+14
  3.20215250e+13  2.55683239e+14 -2.70852062e+14 -3.30930470e+14
  4.33674689e+14 -2.85268371e+14  1.97114312e+14  2.93267426e+13
 -1.45731179e+14  3.06291612e+14 -1.79113181e+14  3.66231676e+14
 -9.42618926e+13  1.31996215e+14  1.20122754e+14 -1.52193178e+14]
3.855046E-10 [ 1.22704246e+14  3.98491791e+14 -2.96196868e+14  1.79594488e+14
  2.84073019e+13  2.58433731e+14 -2.73922696e+14 -3.31905739e+14
  4.31738965e+14 -2.79832057e+14  1.88912565e+14  3.89018421e+13
 -1.54724761e+14  3.12393802e+14 -1.80239155e+14  3.61770748e+14
 -8.59923878e+13  1.17888818e+14  1.34477696e+14 -1.65563875e+14]
3.855844E-10 [ 1.22717897e+14  3.97952419e+14 -2.94725479e+14  1.76953429e+14
  2.47946071e+13  2.61164949e+14 -2.76930305e+14 -3.32778863e+14
  4.29688872e+14 -2.74270539e+14  1.80636638e+14  4.84543870e+13
 -1.63561960e+14  3.18200173e+14 -1.81028756e+14  3.56875159e+14
 -7.74262287e+13  1.03607093e+14  1.48733050e+14 -1.78512065e+14]
3.856643E-10 [ 1.22731631e+14  3.97409744e+14 -2.93246944e+14  1.74304941e+14
  2.11838272e+13  2.63876402e+14 -2.79874056e+14 -3.33549311e+14
  4.27524857e+14 -2.68586105e+14  1.72291108e+14  5.79776710e+13
 -1.72235088e+14  3.23704336e+14 -1.81480248e+14  3.51549935e+14
 -6.85750327e+13  8.91737457e+13  1.62862599e+14 -1.91010479e+14]
3.857445E-10 [ 1.22745447e+14  3.96863766e+14 -2.91761299e+14  1.71649180e+14
  1.75753513e+13  2.66567596e+14 -2.82753126e+14 -3.34216581e+14
  4.25247416e+14 -2.62781121e+14  1.63880624e+14  6.74649644e+13
 -1.80736552e+14  3.28900167e+14 -1.81592276e+14  3.45800708e+14
 -5.94509201e+13  7.46118848e+13  1.76840187e+14 -2.03032603e+14]
3.858247E-10 [ 1.22759346e+14  3.96314485e+14 -2.90268581e+14  1.68986308e+14
  1.39695715e+13  2.69238041e+14 -2.85566703e+14 -3.34780206e+14
  4.22857099e+14 -2.56858033e+14  1.55409907e+14  7.69095203e+13
 -1.89058857e+14  3.33781815e+14 -1.81363876e+14  3.39633708e+14
 -5.00665007e+13  5.99449873e+13  1.90639776e+14 -2.14552742e+14]
3.859052E-10 [ 1.22773327e+14  3.95761904e+14 -2.88768831e+14  1.66316486e+14
  1.03668821e+13  2.71887247e+14 -2.88313989e+14 -3.35239750e+14
  4.20354508e+14 -2.50819365e+14  1.46883749e+14  8.63045797e+13
 -1.97194620e+14  3.38343713e+14 -1.80794474e+14  3.33055763e+14
 -4.04348582e+13  4.51968587e+13  2.04235493e+14 -2.25546090e+14]
3.859859E-10 [ 1.22787392e+14  3.95206024e+14 -2.87262089e+14  1.63639879e+14
  6.76768009e+12  2.74514723e+14 -2.90994197e+14 -3.35594814e+14
  4.17740297e+14 -2.44667721e+14  1.38307006e+14  9.56433770e+13
 -2.05136574e+14  3.42580586e+14 -1.79883896e+14  3.26074297e+14
 -3.05695342e+13  3.03915938e+13  2.17601690e+14 -2.35988786e+14]
3.860667E-10 [ 1.22801539e+14  3.94646847e+14 -2.85748394e+14  1.60956653e+14
  3.17236491e+12  2.77119981e+14 -2.93606555e+14 -3.35845028e+14
  4.15015174e+14 -2.38405781e+14  1.29684602e+14  1.04919146e+14
 -2.12877578e+14  3.46487461e+14 -1.78632371e+14  3.18697322e+14
 -2.04845109e+13  1.55535369e+13  2.30712990e+14 -2.45857985e+14]
3.861477E-10 [ 1.22815769e+14  3.94084376e+14 -2.84227790e+14  1.58266977e+14
 -4.18661677e+11  2.79702535e+14 -2.96150302e+14 -3.35990060e+14
  4.12179900e+14 -2.32036300e+14  1.21021517e+14  1.14125126e+14
 -2.20410625e+14  3.50059672e+14 -1.77040531e+14  3.10933434e+14
 -1.01941933e+13  7.07239938e+11  2.43544347e+14 -2.55131908e+14]
3.862288E-10 [ 1.22830081e+14  3.93518612e+14 -2.82700320e+14  1.55571022e+14
 -4.00499560e+12  2.82261898e+14 -2.98624695e+14 -3.36029611e+14
  4.09235289e+14 -2.25562110e+14  1.12322793e+14  1.23254566e+14
 -2.27728852e+14  3.53292874e+14 -1.75109419e+14  3.02791809e+14
  2.86610809e+11 -1.41225794e+13  2.56071096e+14 -2.63789909e+14]
3.863102E-10 [ 1.22844476e+14  3.92949559e+14 -2.81166029e+14  1.52868961e+14
 -7.58623058e+12  2.84797587e+14 -3.01029002e+14 -3.35963421e+14
  4.06182209e+14 -2.18986117e+14  1.03593524e+14  1.32300733e+14
 -2.34825545e+14  3.56183048e+14 -1.72840491e+14  2.94282188e+14
  1.09427101e+13 -2.89110813e+13  2.68269005e+14 -2.71812531e+14]
3.863917E-10 [ 1.22858954e+14  3.92377220e+14 -2.79624962e+14  1.50160971e+14
 -1.11619582e+13  2.87309119e+14 -3.03362507e+14 -3.35791261e+14
  4.03021582e+14 -2.12311299e+14  9.48388558e+13  1.41256915e+14
 -2.41694148e+14  3.58726508e+14 -1.70235615e+14  2.85414877e+14
  2.17585513e+13 -4.36333476e+13  2.80114332e+14 -2.79181554e+14]
3.864734E-10 [ 1.22873514e+14  3.91801599e+14 -2.78077165e+14  1.47447228e+14
 -1.47317680e+13  2.89796015e+14 -3.05624509e+14 -3.35512942e+14
  3.99754382e+14 -2.05540708e+14  8.60639830e+13  1.50116432e+14
 -2.48328275e+14  3.60919909e+14 -1.67297076e+14  2.76200733e+14
  3.27182409e+13 -5.82644264e+13  2.91583874e+14 -2.85880056e+14]
3.865552E-10 [ 1.22888156e+14  3.91222699e+14 -2.76522687e+14  1.44727912e+14
 -1.82952475e+13  2.92257796e+14 -3.07814325e+14 -3.35128310e+14
  3.96381638e+14 -1.98677465e+14  7.72741443e+13  1.58872635e+14
 -2.54721713e+14  3.62760256e+14 -1.64027574e+14  2.66651151e+14
  4.38055685e+13 -7.27793781e+13  3.02655025e+14 -2.91892461e+14]
3.866373E-10 [ 1.22902881e+14  3.90640525e+14 -2.74961577e+14  1.42003205e+14
 -2.18519824e+13  2.94693986e+14 -3.09931284e+14 -3.34637251e+14
  3.92904431e+14 -1.91724761e+14  6.84746198e+13  1.67518919e+14
 -2.60868431e+14  3.64244908e+14 -1.60430227e+14  2.56778058e+14
  5.50040300e+13 -8.71533206e+13  3.13305818e+14 -2.97204582e+14]
3.867195E-10 [ 1.22917688e+14  3.90055083e+14 -2.73393885e+14  1.39273291e+14
 -2.54015565e+13  2.97104112e+14 -3.11974735e+14 -3.34039685e+14
  3.89323897e+14 -1.84685856e+14  5.96707271e+13  1.76048723e+14
 -2.66762590e+14  3.65371587e+14 -1.56508571e+14  2.46593896e+14
  6.62968525e+13 -1.01361476e+14  3.23514986e+14 -3.01803673e+14]
3.868019E-10 [ 1.22932578e+14  3.89466375e+14 -2.71819661e+14  1.36538356e+14
 -2.89435520e+13  2.99487704e+14 -3.13944043e+14 -3.33335573e+14
  3.85641225e+14 -1.77564076e+14  5.08678179e+13  1.84455544e+14
 -2.72398548e+14  3.66138380e+14 -1.52266556e+14  2.36111611e+14
  7.76670195e+13 -1.15379218e+14  3.33262007e+14 -3.05678464e+14]
3.868844E-10 [ 1.22947549e+14  3.88874409e+14 -2.70238959e+14  1.33798589e+14
 -3.24775495e+13  3.01844294e+14 -3.15838589e+14 -3.32524913e+14
  3.81857657e+14 -1.70362812e+14  4.20712739e+13  1.92732933e+14
 -2.77770870e+14  3.66543751e+14 -1.47708548e+14  2.25344637e+14
  8.90972971e+13 -1.29182118e+14  3.42527153e+14 -3.08819208e+14]
3.869672E-10 [ 1.22962603e+14  3.88279190e+14 -2.68651832e+14  1.31054179e+14
 -3.60031278e+13  3.04173417e+14 -3.17657774e+14 -3.31607744e+14
  3.77974487e+14 -1.63085519e+14  3.32865034e+13  2.00874510e+14
 -2.82874333e+14  3.66586539e+14 -1.42839325e+14  2.14306879e+14
  1.00570261e+14 -1.42745992e+14  3.51291539e+14 -3.11217709e+14]
3.870501E-10 [ 1.22977738e+14  3.87680723e+14 -2.67058335e+14  1.28305319e+14
 -3.95198647e+13  3.06474612e+14 -3.19401017e+14 -3.30584142e+14
  3.73993066e+14 -1.55735714e+14  2.45189372e+13  2.08873967e+14
 -2.87703936e+14  3.66265969e+14 -1.37664077e+14  2.03012700e+14
  1.12068324e+14 -1.56046952e+14  3.59537170e+14 -3.12867362e+14]
3.871331E-10 [ 1.22992955e+14  3.87079016e+14 -2.65458523e+14  1.25552203e+14
 -4.30273362e+13  3.08747420e+14 -3.21067752e+14 -3.29454223e+14
  3.69914792e+14 -1.48316973e+14  1.57740248e+13  2.16725073e+14
 -2.92254905e+14  3.65581652e+14 -1.32188398e+14  1.91476901e+14
  1.23573762e+14 -1.69061447e+14  3.67246985e+14 -3.13763174e+14]
3.872164E-10 [ 1.23008254e+14  3.86474075e+14 -2.63852454e+14  1.22795027e+14
 -4.65251173e+13  3.10991387e+14 -3.22657438e+14 -3.28218145e+14
  3.65741119e+14 -1.40832932e+14  7.05723030e+12  2.24421682e+14
 -2.96522700e+14  3.64533590e+14 -1.26418287e+14  1.79714704e+14
  1.35068749e+14 -1.81766315e+14  3.74404902e+14 -3.13901798e+14]
3.872998E-10 [ 1.23023634e+14  3.85865908e+14 -2.62240186e+14  1.20033990e+14
 -5.00127819e+13  3.13206061e+14 -3.24169548e+14 -3.26876104e+14
  3.61473552e+14 -1.33287284e+14 -1.62597169e+12  2.31957740e+14
 -3.00503023e+14  3.63122181e+14 -1.20360141e+14  1.67741730e+14
  1.46535378e+14 -1.94138829e+14  3.80995859e+14 -3.13281549e+14]
3.873834E-10 [ 1.23039096e+14  3.85254522e+14 -2.60621777e+14  1.17269293e+14
 -5.34899027e+13  3.15390996e+14 -3.25603577e+14 -3.25428337e+14
  3.57113648e+14 -1.25683775e+14 -1.02701001e+13  2.39327286e+14
 -3.04191822e+14  3.61348221e+14 -1.14020751e+14  1.55573983e+14
  1.57955696e+14 -2.06156742e+14  3.87005857e+14 -3.11902424e+14]
3.874671E-10 [ 1.23054639e+14  3.84639925e+14 -2.58997290e+14  1.14501137e+14
 -5.69560515e+13  3.17545749e+14 -3.26959041e+14 -3.23875122e+14
  3.52663015e+14 -1.18026204e+14 -1.88696715e+13  2.46524468e+14
 -3.07585301e+14  3.59212906e+14 -1.07407293e+14  1.43227826e+14
  1.69311733e+14 -2.17798336e+14  3.92421992e+14 -3.09766115e+14]
3.875511E-10 [ 1.23070263e+14  3.84022125e+14 -2.57366784e+14  1.11729726e+14
 -6.04107993e+13  3.19669881e+14 -3.28235476e+14 -3.22216779e+14
  3.48123311e+14 -1.10318423e+14 -2.74192047e+13  2.53543537e+14
 -3.10679925e+14  3.56717834e+14 -1.00527329e+14  1.30719957e+14
  1.80585534e+14 -2.29042465e+14  3.97232501e+14 -3.06876023e+14]
3.876352E-10 [ 1.23085968e+14  3.83401131e+14 -2.55730324e+14  1.08955268e+14
 -6.38537164e+13  3.21762958e+14 -3.29432437e+14 -3.20453668e+14
  3.43496247e+14 -1.02564329e+14 -3.59132244e+13  2.60378864e+14
 -3.13472422e+14  3.53865007e+14 -9.33887892e+13  1.18067394e+14
  1.91759187e+14 -2.39868605e+14  4.01426787e+14 -3.03237259e+14]
3.877195E-10 [ 1.23101753e+14  3.82776953e+14 -2.54087973e+14  1.06177969e+14
 -6.72843722e+13  3.23824551e+14 -3.30549503e+14 -3.18586192e+14
  3.38783581e+14 -9.47678677e+13 -4.43462662e+13  2.67024941e+14
 -3.15959795e+14  3.50656830e+14 -8.59999748e+13  1.05287443e+14
  2.02814856e+14 -2.50256890e+14  4.04995457e+14 -2.98856647e+14]
3.878039E-10 [ 1.23117619e+14  3.82149600e+14 -2.52439797e+14  1.03398039e+14
 -7.07023361e+13  3.25854234e+14 -3.31586273e+14 -3.16614793e+14
  3.33987121e+14 -8.69330287e+13 -5.27128804e+13  2.73476384e+14
 -3.18139322e+14  3.47096117e+14 -7.83695428e+13  9.23976765e+13
  2.13734811e+14 -2.60188164e+14  4.07930348e+14 -2.93742726e+14]
3.878885E-10 [ 1.23133565e+14  3.81519082e+14 -2.50785861e+14  1.00615691e+14
 -7.41071765e+13  3.27851588e+14 -3.32542369e+14 -3.14539957e+14
  3.29108725e+14 -7.90638429e+13 -6.10076369e+13  2.79727946e+14
 -3.20008564e+14  3.43186084e+14 -7.05064998e+13  7.94159125e+13
  2.24501462e+14 -2.69644019e+14  4.10224558e+14 -2.87905736e+14]
3.879733E-10 [ 1.23149592e+14  3.80885409e+14 -2.49126235e+14  9.78311373e+13
 -7.74984618e+13  3.29816199e+14 -3.33417434e+14 -3.12362212e+14
  3.24150297e+14 -7.11643811e+13 -6.92251290e+13  2.85774519e+14
 -3.21565370e+14  3.38930351e+14 -6.24201919e+13  6.63601832e+13
  2.35097389e+14 -2.78606837e+14  4.11872467e+14 -2.81357613e+14]
3.880582E-10 [ 1.23165698e+14  3.80248593e+14 -2.47460985e+14  9.50445935e+13
 -8.08757604e+13  3.31747656e+14 -3.34211135e+14 -3.10082126e+14
  3.19113791e+14 -6.32387509e+13 -7.73599785e+13  2.91611139e+14
 -3.22807878e+14  3.34332942e+14 -5.41202943e+13  5.32487119e+13
  2.45505372e+14 -2.87059833e+14  4.12869761e+14 -2.74111970e+14]
3.881434E-10 [ 1.23181884e+14  3.79608644e+14 -2.45790183e+14  9.22562764e+13
 -8.42386402e+13  3.33645558e+14 -3.34923161e+14 -3.07700312e+14
  3.14001204e+14 -5.52910948e+13 -8.54068401e+13  2.97232993e+14
 -3.23734525e+14  3.29398284e+14 -4.56168007e+13  4.00998851e+13
  2.55708428e+14 -2.94987089e+14  4.13213450e+14 -2.66184082e+14]
3.882287E-10 [ 1.23198149e+14  3.78965574e+14 -2.44113899e+14  8.94664048e+13
 -8.75866695e+13  3.35509505e+14 -3.35553226e+14 -3.05217424e+14
  3.08814582e+14 -4.73255871e+13 -9.33604053e+13  3.02635425e+14
