tau [s]   P(tau) [1/s²]
2.492461E-11 883608459986680.625000
7.394096E-12 -21508206392357.015625
2.976830E-12 -1882819629182.532715
1.588115E-12 12563229667770.333984
1.357992E-12 -31346124561566.789062
8.717908E-13 -2858365582547.308105
5.816504E-13 -7685222037978.120117
4.207401E-13 -574344951817.704834
3.453159E-13 20911094945174.304688
2.986305E-13 -427575158347.207581
2.401354E-13 1534920526414.609863
1.968244E-13 -2173842761683.663574
1.674689E-13 -682126658382.602905
1.495078E-13 35855951723.694420
1.331888E-13 -7251190758754.515625
